0,0.0000001740,0.0000001540
1,0.0000003520,0.0000001610
2,0.0000003550,0.0000001680
4,0.0000003660,0.0000001610
8,0.0000003650,0.0000001610
16,0.0000003580,0.0000001540
32,0.0000003830,0.0000001640
64,0.0000003670,0.0000001610
128,0.0000003700,0.0000001770
256,0.0000003730,0.0000001450
512,0.0000003810,0.0000001780
1024,0.0000004180,0.0000002230
2048,0.0000006180,0.0000004040
4096,0.0000010490,0.0000008960
8192,0.0000016910,0.0000014770
16384,0.0000032700,0.0000033320
32768,0.0000072210,0.0000069260
65536,0.0000167300,0.0000158760
131072,0.0000342600,0.0000343400
262144,0.0000680100,0.0000674230
524288,0.0001441100,0.0001415700
1048576,0.0003197400,0.0003121200
2097152,0.0014240500,0.0013736300
4194304,0.0022788600,0.0024749300
8388608,0.0051924800,0.0051435500
16777216,0.0109156600,0.0108718700
33554432,0.0221594700,0.0221863300
