0,0.0000001570,0.0000001550
1,0.0000003630,0.0000001670
2,0.0000003590,0.0000001640
4,0.0000003610,0.0000001630
8,0.0000003650,0.0000001650
16,0.0000003660,0.0000001630
32,0.0000003730,0.0000001670
64,0.0000003630,0.0000001660
128,0.0000003730,0.0000001770
256,0.0000003720,0.0000001720
512,0.0000004010,0.0000001840
1024,0.0000004190,0.0000002160
2048,0.0000006020,0.0000004080
4096,0.0000010610,0.0000007310
8192,0.0000016790,0.0000014500
16384,0.0000030120,0.0000027440
32768,0.0000070720,0.0000065610
65536,0.0000174630,0.0000166360
131072,0.0000353510,0.0000342330
262144,0.0000700970,0.0000686480
524288,0.0001482800,0.0001474500
1048576,0.0003272200,0.0003303500
2097152,0.0014046900,0.0013257600
4194304,0.0022051000,0.0023126800
8388608,0.0052694300,0.0051607800
16777216,0.0107898700,0.0108251500
33554432,0.0220991700,0.0220897000
