0,0.0000001770,0.0000001650
1,0.0000003640,0.0000001560
2,0.0000003520,0.0000001480
4,0.0000003500,0.0000001560
8,0.0000003720,0.0000001670
16,0.0000003590,0.0000001560
32,0.0000003590,0.0000001540
64,0.0000003470,0.0000001550
128,0.0000003680,0.0000001620
256,0.0000003900,0.0000001820
512,0.0000003780,0.0000001840
1024,0.0000004120,0.0000002160
2048,0.0000006100,0.0000004050
4096,0.0000010370,0.0000008240
8192,0.0000017190,0.0000014400
16384,0.0000030420,0.0000027900
32768,0.0000071940,0.0000066210
65536,0.0000173300,0.0000164220
131072,0.0000353510,0.0000354670
262144,0.0000701460,0.0000695420
524288,0.0001485800,0.0001477800
1048576,0.0003343400,0.0003356600
2097152,0.0013989300,0.0013340600
4194304,0.0025601300,0.0023403900
8388608,0.0052027300,0.0052215600
16777216,0.0109439500,0.0110347800
33554432,0.0225096800,0.0225315600
