0,0.0000001590,0.0000001660
1,0.0000003750,0.0000001600
2,0.0000003660,0.0000001640
4,0.0000003700,0.0000001710
8,0.0000003630,0.0000001660
16,0.0000003580,0.0000001630
32,0.0000003820,0.0000001670
64,0.0000003590,0.0000001700
128,0.0000003690,0.0000001840
256,0.0000003870,0.0000001700
512,0.0000003960,0.0000002020
1024,0.0000004280,0.0000002310
2048,0.0000005970,0.0000004050
4096,0.0000010670,0.0000008220
8192,0.0000017690,0.0000015320
16384,0.0000038440,0.0000036100
32768,0.0000073850,0.0000071040
65536,0.0000166990,0.0000169130
131072,0.0000342200,0.0000340140
262144,0.0000680140,0.0000677800
524288,0.0001446400,0.0001421300
1048576,0.0003219900,0.0003209200
2097152,0.0015151900,0.0014787300
4194304,0.0023793700,0.0025734600
8388608,0.0054165500,0.0053318600
16777216,0.0110375500,0.0109649500
33554432,0.0222893300,0.0222786800
