0,0.0000003860,0.0000003570
1,0.0000008280,0.0000003230
2,0.0000006890,0.0000002800
4,0.0000006410,0.0000002680
8,0.0000006370,0.0000002670
16,0.0000005740,0.0000002610
32,0.0000005630,0.0000002520
64,0.0000005600,0.0000002430
128,0.0000005880,0.0000002440
256,0.0000005180,0.0000002470
512,0.0000005210,0.0000002610
1024,0.0000005780,0.0000003070
2048,0.0000008170,0.0000004780
4096,0.0000012450,0.0000009840
8192,0.0000020030,0.0000015760
16384,0.0000033140,0.0000027640
32768,0.0000070650,0.0000067170
65536,0.0000160000,0.0000161050
131072,0.0000327880,0.0000318390
262144,0.0000651270,0.0000647380
524288,0.0001386400,0.0001379200
1048576,0.0003461800,0.0003316100
2097152,0.0015263700,0.0013806300
4194304,0.0023035800,0.0029349100
8388608,0.0053203400,0.0053416500
16777216,0.0115610000,0.0113208700
33554432,0.0246333400,0.0240724800
