0,0.0000002830,0.0000003120
1,0.0000005900,0.0000002670
2,0.0000005930,0.0000002710
4,0.0000006000,0.0000002880
8,0.0000005460,0.0000002360
16,0.0000004840,0.0000002370
32,0.0000005430,0.0000002370
64,0.0000004880,0.0000002130
128,0.0000004500,0.0000002190
256,0.0000004880,0.0000002440
512,0.0000005060,0.0000002820
1024,0.0000005400,0.0000003450
2048,0.0000006790,0.0000004500
4096,0.0000012000,0.0000009360
8192,0.0000017800,0.0000015220
16384,0.0000032360,0.0000029030
32768,0.0000073030,0.0000073200
65536,0.0000172480,0.0000163410
131072,0.0000353500,0.0000346320
262144,0.0000702380,0.0000691250
524288,0.0001486200,0.0001477000
1048576,0.0003344400,0.0003316200
2097152,0.0015373400,0.0013437300
4194304,0.0023221900,0.0039561700
8388608,0.0052186300,0.0092167100
16777216,0.0109375100,0.0185815600
33554432,0.0224248700,0.0372360000
