0,0.0000001630,0.0000001540
1,0.0000003660,0.0000001630
2,0.0000003600,0.0000001600
4,0.0000003700,0.0000001610
8,0.0000003620,0.0000001680
16,0.0000003630,0.0000001710
32,0.0000003680,0.0000001670
64,0.0000003670,0.0000001710
128,0.0000003730,0.0000001700
256,0.0000003690,0.0000001750
512,0.0000003930,0.0000002000
1024,0.0000004270,0.0000002300
2048,0.0000006000,0.0000004040
4096,0.0000010510,0.0000008350
8192,0.0000016890,0.0000014340
16384,0.0000032150,0.0000029490
32768,0.0000073300,0.0000068490
65536,0.0000165380,0.0000165040
131072,0.0000343060,0.0000335650
262144,0.0000679890,0.0000666730
524288,0.0001439200,0.0001428700
1048576,0.0003187200,0.0003194300
2097152,0.0014870300,0.0013676800
4194304,0.0023863200,0.0023346100
8388608,0.0052001000,0.0052010800
16777216,0.0108806400,0.0108517700
33554432,0.0222920400,0.0221755400
