0,0.0000001730,0.0000001670
1,0.0000003610,0.0000001560
2,0.0000003600,0.0000001520
4,0.0000003530,0.0000001530
8,0.0000003540,0.0000001540
16,0.0000003480,0.0000001620
32,0.0000003550,0.0000001570
64,0.0000003650,0.0000001670
128,0.0000003830,0.0000001870
256,0.0000004550,0.0000001930
512,0.0000004300,0.0000002190
1024,0.0000004500,0.0000002420
2048,0.0000006520,0.0000004290
4096,0.0000011310,0.0000008950
8192,0.0000018250,0.0000015760
16384,0.0000033140,0.0000035020
32768,0.0000074600,0.0000064490
65536,0.0000160350,0.0000153710
131072,0.0000327280,0.0000316950
262144,0.0000648680,0.0000640980
524288,0.0001380400,0.0001363700
1048576,0.0003040700,0.0002998700
2097152,0.0013592600,0.0012994900
4194304,0.0022661300,0.0023065700
8388608,0.0050723300,0.0051612100
16777216,0.0106463000,0.0106269800
33554432,0.0216552100,0.0216416500
