0,0.0000001530,0.0000001510
1,0.0000003610,0.0000001580
2,0.0000003630,0.0000001610
4,0.0000003550,0.0000001590
8,0.0000003670,0.0000001600
16,0.0000003650,0.0000001630
32,0.0000003610,0.0000001660
64,0.0000003610,0.0000001650
128,0.0000003740,0.0000001720
256,0.0000003790,0.0000001700
512,0.0000003950,0.0000001950
1024,0.0000004230,0.0000002150
2048,0.0000006080,0.0000004050
4096,0.0000010570,0.0000009130
8192,0.0000017070,0.0000014950
16384,0.0000036400,0.0000032840
32768,0.0000072680,0.0000069120
65536,0.0000172130,0.0000172340
131072,0.0000355620,0.0000348100
262144,0.0000705040,0.0000690990
524288,0.0001485400,0.0001458700
1048576,0.0003464100,0.0003522500
2097152,0.0016206800,0.0015387400
4194304,0.0025681300,0.0033762400
8388608,0.0065941300,0.0079022400
16777216,0.0136107300,0.0126287100
33554432,0.0222877400,0.0238588800
