0,0.0000001710,0.0000001670
1,0.0000003540,0.0000001500
2,0.0000003480,0.0000001480
4,0.0000003480,0.0000001570
8,0.0000003720,0.0000001570
16,0.0000003650,0.0000001670
32,0.0000003640,0.0000001610
64,0.0000003560,0.0000001590
128,0.0000003650,0.0000001870
256,0.0000003760,0.0000001710
512,0.0000003980,0.0000002010
1024,0.0000004310,0.0000002300
2048,0.0000006020,0.0000004110
4096,0.0000010430,0.0000007370
8192,0.0000016870,0.0000014000
16384,0.0000029980,0.0000027680
32768,0.0000070830,0.0000069390
65536,0.0000161590,0.0000154900
131072,0.0000328010,0.0000321990
262144,0.0000652920,0.0000655190
524288,0.0001381200,0.0001421000
1048576,0.0003180200,0.0004430600
2097152,0.0014668400,0.0014349700
4194304,0.0029977600,0.0031370800
8388608,0.0057291600,0.0058305900
16777216,0.0129037900,0.0128278400
33554432,0.0225669900,0.0223141200
