0,0.0000001790,0.0000001650
1,0.0000003680,0.0000001540
2,0.0000003420,0.0000001450
4,0.0000003490,0.0000001470
8,0.0000003460,0.0000001420
16,0.0000003480,0.0000001470
32,0.0000003720,0.0000001490
64,0.0000003480,0.0000001570
128,0.0000003530,0.0000001660
256,0.0000003760,0.0000001830
512,0.0000003870,0.0000001880
1024,0.0000004330,0.0000002340
2048,0.0000006040,0.0000003880
4096,0.0000010350,0.0000008120
8192,0.0000017960,0.0000015240
16384,0.0000032740,0.0000030250
32768,0.0000072070,0.0000072050
65536,0.0000160350,0.0000158460
131072,0.0000327520,0.0000318140
262144,0.0000650370,0.0000645620
524288,0.0001420200,0.0001410900
1048576,0.0003886000,0.0003570800
2097152,0.0016384300,0.0019615500
4194304,0.0023757600,0.0028214400
8388608,0.0058621600,0.0062017200
16777216,0.0124666100,0.0111386900
33554432,0.0225487900,0.0223119300
