0,0.0000001750,0.0000001660
1,0.0000003690,0.0000001510
2,0.0000003470,0.0000001460
4,0.0000003560,0.0000001450
8,0.0000003550,0.0000001560
16,0.0000003510,0.0000001480
32,0.0000003690,0.0000001710
64,0.0000003540,0.0000001570
128,0.0000003710,0.0000001770
256,0.0000003740,0.0000001640
512,0.0000003930,0.0000002000
1024,0.0000004180,0.0000002190
2048,0.0000006060,0.0000004080
4096,0.0000010610,0.0000008800
8192,0.0000016890,0.0000014410
16384,0.0000030750,0.0000028590
32768,0.0000071610,0.0000068050
65536,0.0000161080,0.0000154360
131072,0.0000326430,0.0000316860
262144,0.0000647470,0.0000639810
524288,0.0001377200,0.0001362500
1048576,0.0003089400,0.0003095400
2097152,0.0013652000,0.0012964900
4194304,0.0022310800,0.0024995800
8388608,0.0050674800,0.0051026400
16777216,0.0106061700,0.0106491600
33554432,0.0216432800,0.0217530400
