0,0.0000001560,0.0000001650
1,0.0000003580,0.0000001540
2,0.0000003590,0.0000001490
4,0.0000003540,0.0000001590
8,0.0000003520,0.0000001540
16,0.0000004160,0.0000001910
32,0.0000003620,0.0000001610
64,0.0000003600,0.0000001540
128,0.0000003570,0.0000001860
256,0.0000003890,0.0000001790
512,0.0000004040,0.0000001940
1024,0.0000004520,0.0000002200
2048,0.0000005840,0.0000003960
4096,0.0000010400,0.0000007880
8192,0.0000016910,0.0000014450
16384,0.0000033250,0.0000034390
32768,0.0000072050,0.0000072890
65536,0.0000172980,0.0000164730
131072,0.0000353570,0.0000342320
262144,0.0000701400,0.0000692620
524288,0.0001483200,0.0001469900
1048576,0.0003284200,0.0003263000
2097152,0.0013995600,0.0013057300
4194304,0.0023344600,0.0023422400
8388608,0.0051821900,0.0051988200
16777216,0.0108266500,0.0107842700
33554432,0.0220905100,0.0221651900
