0,0.0000001640,0.0000001700
1,0.0000003790,0.0000001550
2,0.0000003590,0.0000001620
4,0.0000003680,0.0000001590
8,0.0000003620,0.0000001600
16,0.0000003550,0.0000001440
32,0.0000003760,0.0000001690
64,0.0000003660,0.0000001670
128,0.0000003740,0.0000001690
256,0.0000003820,0.0000001920
512,0.0000003800,0.0000001920
1024,0.0000004180,0.0000002160
2048,0.0000006090,0.0000004100
4096,0.0000010440,0.0000009310
8192,0.0000016980,0.0000014750
16384,0.0000030920,0.0000028000
32768,0.0000072010,0.0000070830
65536,0.0000161430,0.0000156260
131072,0.0000326550,0.0000320520
262144,0.0000648260,0.0000635860
524288,0.0001377800,0.0001373100
1048576,0.0003025800,0.0002963200
2097152,0.0013485500,0.0013075700
4194304,0.0024812000,0.0023123400
8388608,0.0053095100,0.0052054500
16777216,0.0112449600,0.0109638000
33554432,0.0220871100,0.0220152400
