0,0.0000002010,0.0000002100
1,0.0000004220,0.0000002150
2,0.0000004190,0.0000001800
4,0.0000004400,0.0000002020
8,0.0000004180,0.0000002110
16,0.0000005330,0.0000001950
32,0.0000004140,0.0000001990
64,0.0000004380,0.0000002210
128,0.0000004460,0.0000002110
256,0.0000004250,0.0000002080
512,0.0000004590,0.0000002640
1024,0.0000004860,0.0000003080
2048,0.0000007020,0.0000004720
4096,0.0000012370,0.0000009700
8192,0.0000020500,0.0000017530
16384,0.0000037950,0.0000031950
32768,0.0000079800,0.0000072190
65536,0.0000179600,0.0000172330
131072,0.0000366200,0.0000356200
262144,0.0000720170,0.0000690730
524288,0.0001507200,0.0001490000
1048576,0.0004986500,0.0005821600
2097152,0.0018824200,0.0014587200
4194304,0.0023937100,0.0041296300
8388608,0.0062485700,0.0097923900
16777216,0.0108370400,0.0187061500
33554432,0.0220498900,0.0361608800
