0,0.0000001700,0.0000001660
1,0.0000003590,0.0000001690
2,0.0000003590,0.0000001640
4,0.0000003680,0.0000001660
8,0.0000003650,0.0000001590
16,0.0000003670,0.0000001570
32,0.0000003820,0.0000001820
64,0.0000003660,0.0000001640
128,0.0000003760,0.0000001780
256,0.0000003700,0.0000001840
512,0.0000004040,0.0000001790
1024,0.0000004200,0.0000002120
2048,0.0000005990,0.0000004100
4096,0.0000010520,0.0000004510
8192,0.0000017680,0.0000014720
16384,0.0000032860,0.0000029810
32768,0.0000074030,0.0000068510
65536,0.0000172960,0.0000163360
131072,0.0000344000,0.0000332320
262144,0.0000681850,0.0000664240
524288,0.0001455800,0.0001422600
1048576,0.0003207000,0.0003155500
2097152,0.0013843700,0.0013233300
4194304,0.0022345000,0.0023978000
8388608,0.0050937300,0.0051251800
16777216,0.0107634200,0.0109087300
33554432,0.0219528300,0.0220344700
