0,0.0000001740,0.0000001720
1,0.0000003570,0.0000001480
2,0.0000003520,0.0000001650
4,0.0000003630,0.0000001660
8,0.0000003600,0.0000001560
16,0.0000003610,0.0000001680
32,0.0000003620,0.0000001540
64,0.0000003670,0.0000001650
128,0.0000003640,0.0000001760
256,0.0000003680,0.0000001610
512,0.0000004000,0.0000001950
1024,0.0000004210,0.0000002240
2048,0.0000006040,0.0000004020
4096,0.0000010640,0.0000007210
8192,0.0000017060,0.0000014420
16384,0.0000031410,0.0000028610
32768,0.0000073010,0.0000065950
65536,0.0000161510,0.0000155480
131072,0.0000326750,0.0000320720
262144,0.0000648890,0.0000640530
524288,0.0001380300,0.0001366300
1048576,0.0003039600,0.0003010900
2097152,0.0013487700,0.0012858800
4194304,0.0023239800,0.0022743600
8388608,0.0050822800,0.0050515800
16777216,0.0106979100,0.0107423900
33554432,0.0216159900,0.0216739800
