0,0.0000001750,0.0000001570
1,0.0000003640,0.0000001460
2,0.0000003460,0.0000001540
4,0.0000003540,0.0000001510
8,0.0000003570,0.0000001470
16,0.0000003500,0.0000001480
32,0.0000003640,0.0000001530
64,0.0000003350,0.0000001470
128,0.0000003560,0.0000001590
256,0.0000003810,0.0000001760
512,0.0000003790,0.0000001920
1024,0.0000004290,0.0000002340
2048,0.0000005940,0.0000003830
4096,0.0000010200,0.0000008090
8192,0.0000016540,0.0000014050
16384,0.0000029990,0.0000027190
32768,0.0000070260,0.0000065880
65536,0.0000167720,0.0000159730
131072,0.0000342100,0.0000331570
262144,0.0000679120,0.0000672960
524288,0.0001442400,0.0001425900
1048576,0.0003203300,0.0003158200
2097152,0.0013740100,0.0013087700
4194304,0.0022893500,0.0022961700
8388608,0.0051510900,0.0050965100
16777216,0.0106521600,0.0106563300
33554432,0.0219710300,0.0219065200
