0,0.0000002130,0.0000001900
1,0.0000004820,0.0000001990
2,0.0000004270,0.0000001910
4,0.0000004750,0.0000002000
8,0.0000004390,0.0000002030
16,0.0000004380,0.0000001870
32,0.0000004620,0.0000002000
64,0.0000004440,0.0000002040
128,0.0000004440,0.0000001980
256,0.0000004530,0.0000002050
512,0.0000004700,0.0000002450
1024,0.0000005200,0.0000002880
2048,0.0000007510,0.0000005110
4096,0.0000012700,0.0000009990
8192,0.0000019430,0.0000016640
16384,0.0000033490,0.0000029720
32768,0.0000077640,0.0000075810
65536,0.0000177570,0.0000172130
131072,0.0000366520,0.0000348720
262144,0.0000703560,0.0000704530
524288,0.0001534500,0.0001500000
1048576,0.0003428400,0.0003453200
2097152,0.0019302900,0.0018792000
4194304,0.0025980400,0.0028110800
8388608,0.0057819800,0.0061954900
16777216,0.0112661800,0.0120941800
33554432,0.0261874600,0.0236632400
