0,0.0000001570,0.0000001490
1,0.0000003560,0.0000001480
2,0.0000003560,0.0000001490
4,0.0000003540,0.0000001550
8,0.0000003590,0.0000001860
16,0.0000003890,0.0000001860
32,0.0000003640,0.0000001730
64,0.0000003600,0.0000001530
128,0.0000003640,0.0000001570
256,0.0000003760,0.0000001670
512,0.0000003900,0.0000001990
1024,0.0000004300,0.0000002280
2048,0.0000005930,0.0000003980
4096,0.0000010580,0.0000008420
8192,0.0000017270,0.0000014450
16384,0.0000031770,0.0000028890
32768,0.0000070000,0.0000069460
65536,0.0000159120,0.0000163460
131072,0.0000327600,0.0000325020
262144,0.0000648780,0.0000636560
524288,0.0001380000,0.0001349400
1048576,0.0003045600,0.0003032800
2097152,0.0013633500,0.0013358300
4194304,0.0022348900,0.0024104900
8388608,0.0051280300,0.0051450600
16777216,0.0106746300,0.0106217900
33554432,0.0217226200,0.0216583000
