0,0.0000001560,0.0000001520
1,0.0000003520,0.0000001480
2,0.0000003560,0.0000001610
4,0.0000003660,0.0000001670
8,0.0000003630,0.0000001680
16,0.0000003640,0.0000001700
32,0.0000003680,0.0000001490
64,0.0000003670,0.0000001630
128,0.0000003730,0.0000001680
256,0.0000003690,0.0000001940
512,0.0000003950,0.0000001980
1024,0.0000004170,0.0000002180
2048,0.0000006060,0.0000004220
4096,0.0000010420,0.0000008380
8192,0.0000017370,0.0000014320
16384,0.0000031380,0.0000029300
32768,0.0000071900,0.0000068690
65536,0.0000166020,0.0000169600
131072,0.0000342190,0.0000336500
262144,0.0000678980,0.0000666700
524288,0.0001441700,0.0001418200
1048576,0.0003218600,0.0003151400
2097152,0.0013783600,0.0013421700
4194304,0.0022612200,0.0023193600
8388608,0.0052582500,0.0051298800
16777216,0.0107033100,0.0107909800
33554432,0.0219874500,0.0221825600
