0,0.0000001670,0.0000001640
1,0.0000003580,0.0000001530
2,0.0000003650,0.0000001640
4,0.0000003560,0.0000001640
8,0.0000003690,0.0000001550
16,0.0000003650,0.0000001760
32,0.0000003620,0.0000001570
64,0.0000003600,0.0000001490
128,0.0000003710,0.0000001830
256,0.0000003660,0.0000001710
512,0.0000003980,0.0000002090
1024,0.0000004280,0.0000002290
2048,0.0000006040,0.0000004200
4096,0.0000010190,0.0000008100
8192,0.0000017200,0.0000014070
16384,0.0000030890,0.0000031900
32768,0.0000069470,0.0000064770
65536,0.0000160850,0.0000154460
131072,0.0000326980,0.0000320850
262144,0.0000648620,0.0000655190
524288,0.0001382400,0.0001371800
1048576,0.0003040400,0.0003031700
2097152,0.0013576400,0.0013432700
4194304,0.0023185200,0.0022701100
8388608,0.0051861000,0.0050719600
16777216,0.0107243100,0.0106188200
33554432,0.0217240400,0.0217158200
