0,0.0000001600,0.0000001950
1,0.0000003630,0.0000001610
2,0.0000003570,0.0000001620
4,0.0000003560,0.0000001670
8,0.0000003560,0.0000001740
16,0.0000003680,0.0000001740
32,0.0000003640,0.0000001360
64,0.0000003630,0.0000001800
128,0.0000003620,0.0000001760
256,0.0000003860,0.0000001820
512,0.0000003950,0.0000002190
1024,0.0000004440,0.0000002900
2048,0.0000006290,0.0000004010
4096,0.0000010320,0.0000007990
8192,0.0000016900,0.0000014060
16384,0.0000030710,0.0000027380
32768,0.0000069440,0.0000065640
65536,0.0000169290,0.0000163800
131072,0.0000342690,0.0000335990
262144,0.0000680360,0.0000670220
524288,0.0001441200,0.0001436600
1048576,0.0003188400,0.0003153300
2097152,0.0013979300,0.0013253600
4194304,0.0022994500,0.0039018800
8388608,0.0051691700,0.0091103800
16777216,0.0108617200,0.0183444100
33554432,0.0222567300,0.0367702800
