0,0.0000001680,0.0000001530
1,0.0000003780,0.0000001650
2,0.0000003590,0.0000001520
4,0.0000003580,0.0000001530
8,0.0000003480,0.0000001560
16,0.0000003520,0.0000001610
32,0.0000003520,0.0000001620
64,0.0000003660,0.0000001600
128,0.0000003630,0.0000001740
256,0.0000003890,0.0000001730
512,0.0000003940,0.0000001970
1024,0.0000004330,0.0000002310
2048,0.0000006180,0.0000004000
4096,0.0000010490,0.0000008580
8192,0.0000017270,0.0000015000
16384,0.0000031170,0.0000027940
32768,0.0000071990,0.0000065970
65536,0.0000166960,0.0000160980
131072,0.0000342100,0.0000334940
262144,0.0000678760,0.0000666240
524288,0.0001439100,0.0001417200
1048576,0.0003177000,0.0003177600
2097152,0.0015108700,0.0021848900
4194304,0.0029072700,0.0024020400
8388608,0.0053313500,0.0052651100
16777216,0.0111026100,0.0110410800
33554432,0.0225333900,0.0226359900
