0,0.0000001600,0.0000001530
1,0.0000003700,0.0000001650
2,0.0000003620,0.0000001590
4,0.0000003630,0.0000001670
8,0.0000003620,0.0000001690
16,0.0000003640,0.0000001540
32,0.0000003740,0.0000001750
64,0.0000003760,0.0000001790
128,0.0000003780,0.0000001570
256,0.0000003740,0.0000001730
512,0.0000003900,0.0000001910
1024,0.0000004150,0.0000002280
2048,0.0000005920,0.0000004000
4096,0.0000010380,0.0000008870
8192,0.0000017510,0.0000014730
16384,0.0000033420,0.0000030950
32768,0.0000070880,0.0000067670
65536,0.0000169490,0.0000160780
131072,0.0000342760,0.0000335840
262144,0.0000680550,0.0000667590
524288,0.0001443700,0.0001438700
1048576,0.0003220500,0.0003186600
2097152,0.0013939700,0.0013150600
4194304,0.0022616300,0.0023614600
8388608,0.0051676600,0.0051357800
16777216,0.0107443900,0.0107334300
33554432,0.0219111500,0.0220422700
