0,0.0000001740,0.0000001640
1,0.0000003670,0.0000001620
2,0.0000003560,0.0000001730
4,0.0000003750,0.0000001650
8,0.0000003780,0.0000001560
16,0.0000003740,0.0000001570
32,0.0000003880,0.0000001630
64,0.0000003530,0.0000001560
128,0.0000003600,0.0000001710
256,0.0000003870,0.0000001850
512,0.0000003800,0.0000001910
1024,0.0000004340,0.0000002300
2048,0.0000005920,0.0000004000
4096,0.0000010460,0.0000008550
8192,0.0000016940,0.0000014520
16384,0.0000037630,0.0000033950
32768,0.0000073070,0.0000072880
65536,0.0000171900,0.0000177290
131072,0.0000353480,0.0000342300
262144,0.0000702150,0.0000688160
524288,0.0001487300,0.0001450700
1048576,0.0003286100,0.0003216800
2097152,0.0014135100,0.0013425200
4194304,0.0023859000,0.0023923600
8388608,0.0052274300,0.0052346100
16777216,0.0110347300,0.0111327400
33554432,0.0225129400,0.0225222900
