0,0.0000001820,0.0000001580
1,0.0000003660,0.0000001650
2,0.0000003630,0.0000001650
4,0.0000003580,0.0000001770
8,0.0000003620,0.0000001670
16,0.0000003560,0.0000001460
32,0.0000003680,0.0000001680
64,0.0000003610,0.0000001680
128,0.0000003730,0.0000001800
256,0.0000003720,0.0000002010
512,0.0000003830,0.0000001810
1024,0.0000004140,0.0000002250
2048,0.0000006020,0.0000004180
4096,0.0000010150,0.0000008040
8192,0.0000016500,0.0000014210
16384,0.0000030850,0.0000028150
32768,0.0000072020,0.0000067670
65536,0.0000173940,0.0000165620
131072,0.0000353610,0.0000354430
262144,0.0000701530,0.0000690550
524288,0.0001486200,0.0001457400
1048576,0.0003265600,0.0003219100
2097152,0.0014051100,0.0013533300
4194304,0.0023272000,0.0024024100
8388608,0.0052155500,0.0052374400
16777216,0.0109708900,0.0109435300
33554432,0.0224507100,0.0224647400
