0,0.0000001780,0.0000001610
1,0.0000003700,0.0000001660
2,0.0000003600,0.0000001700
4,0.0000003580,0.0000001670
8,0.0000003620,0.0000001660
16,0.0000003570,0.0000001660
32,0.0000003680,0.0000001560
64,0.0000003530,0.0000001620
128,0.0000003770,0.0000001800
256,0.0000003670,0.0000001730
512,0.0000004010,0.0000001990
1024,0.0000004330,0.0000002320
2048,0.0000006100,0.0000004090
4096,0.0000010810,0.0000008390
8192,0.0000016900,0.0000014430
16384,0.0000031080,0.0000028460
32768,0.0000069620,0.0000065520
65536,0.0000169940,0.0000159940
131072,0.0000342770,0.0000333670
262144,0.0000679600,0.0000670220
524288,0.0001443200,0.0001422800
1048576,0.0003183600,0.0003163000
2097152,0.0014404600,0.0013504500
4194304,0.0025588100,0.0023590600
8388608,0.0051823200,0.0059417200
16777216,0.0109808400,0.0106455700
33554432,0.0218562200,0.0216923700
