0,0.0000001710,0.0000001640
1,0.0000003670,0.0000001660
2,0.0000003640,0.0000001620
4,0.0000003730,0.0000001680
8,0.0000003540,0.0000001550
16,0.0000003530,0.0000001490
32,0.0000003830,0.0000001720
64,0.0000003630,0.0000001560
128,0.0000003730,0.0000001610
256,0.0000003840,0.0000001810
512,0.0000003900,0.0000001850
1024,0.0000004260,0.0000002190
2048,0.0000006170,0.0000004000
4096,0.0000010520,0.0000008100
8192,0.0000017070,0.0000014470
16384,0.0000033600,0.0000034530
32768,0.0000071470,0.0000066470
65536,0.0000162540,0.0000158830
131072,0.0000328270,0.0000321360
262144,0.0000650340,0.0000641710
524288,0.0001381400,0.0001369500
1048576,0.0003178400,0.0003129500
2097152,0.0014766700,0.0014788500
4194304,0.0023839000,0.0024681000
8388608,0.0052940300,0.0052042900
16777216,0.0116587300,0.0121631800
33554432,0.0232207300,0.0240711400
