0,0.0000004000,0.0000003660
1,0.0000008860,0.0000003750
2,0.0000008600,0.0000003850
4,0.0000008950,0.0000004160
8,0.0000008890,0.0000004060
16,0.0000008600,0.0000003640
32,0.0000009550,0.0000004070
64,0.0000008980,0.0000003710
128,0.0000008920,0.0000004220
256,0.0000009100,0.0000004140
512,0.0000009790,0.0000004510
1024,0.0000010180,0.0000005350
2048,0.0000014730,0.0000009730
4096,0.0000021780,0.0000016540
8192,0.0000023490,0.0000014710
16384,0.0000033380,0.0000030490
32768,0.0000074870,0.0000072760
65536,0.0000172150,0.0000164460
131072,0.0000353140,0.0000357710
262144,0.0000701290,0.0000687700
524288,0.0001485500,0.0001472600
1048576,0.0003238300,0.0003159400
2097152,0.0014064900,0.0013615000
4194304,0.0023005100,0.0023650700
8388608,0.0052896300,0.0052259900
16777216,0.0110015300,0.0109586300
33554432,0.0224899100,0.0224570300
